1217,73,11164,2023-05-25,9,400.00,39.21,Debit Card
1218,3,11085,2023-11-21,10,1500.00,218.07,Debit Card
1219,32,11073,2024-02-13,1,120.00,20.01,Cash
1220,21,11070,2023-06-17,7,50.00,7.66,Cash
1221,1,11168,2023-06-06,7,1200.00,200.15,Cash
1222,69,11059,2023-06-07,3,1000.00,165.83,Credit Card
1223,87,11073,2023-11-08,9,800.00,79.93,Credit Card
1224,16,11025,2023-11-23,7,25.00,2.67,Cash
1225,73,11000,2023-10-12,1,400.00,13.18,Debit Card
1226,9,11193,2023-12-11,2,500.00,66.64,Debit Card
1227,39,11161,2024-01-05,2,20.00,1.07,Credit Card
1228,88,11021,2023-03-31,7,900.00,2.73,Debit Card
1229,77,11170,2023-07-25,7,800.00,40.11,Debit Card
1230,37,11196,2023-07-18,2,25.00,2.62,Cash
1231,66,11117,2023-06-12,3,700.00,101.97,Credit Card
1232,5,11030,2024-01-05,2,50.00,9.33,Debit Card
1233,90,11023,2023-05-23,7,100.00,14.68,Cash
1234,43,11080,2023-09-23,2,30.00,2.69,Credit Card
1235,56,11037,2023-09-08,6,700.00,68.13,Cash
1236,6,11111,2023-06-23,6,20.00,1.50,Credit Card
1237,94,11120,2023-02-20,7,500.00,62.66,Cash
1238,47,11035,2023-08-24,9,70.00,5.91,Credit Card
1239,42,11066,2024-02-11,8,50.00,1.58,Debit Card
1240,43,11037,2023-10-22,4,30.00,0.94,Debit Card
1241,57,11033,2023-06-10,3,800.00,13.12,Cash
1242,1,11206,2023-07-24,5,1200.00,132.14,Credit Card
1243,61,11118,2023-09-02,10,200.00,34.30,Debit Card
1244,14,11066,2023-02-23,6,70.00,7.80,Cash
1245,96,11137,2023-06-04,6,700.00,139.86,Debit Card
1246,26,11139,2023-10-05,9,20.00,2.71,Cash
1247,66,11153,2024-01-22,8,700.00,54.08,Cash
1248,76,11018,2023-08-19,9,700.00,77.24,Credit Card
1249,86,11045,2023-11-01,5,700.00,54.96,Credit Card
1250,25,11095,2023-08-30,2,120.00,22.99,Cash
1251,82,11110,2023-11-01,10,300.00,18.65,Cash
1252,75,11013,2024-01-12,5,600.00,89.19,Debit Card
1253,52,11170,2023-11-30,6,300.00,20.52,Debit Card
1254,51,11088,2023-11-24,2,200.00,25.72,Debit Card
1255,83,11190,2023-12-02,1,400.00,51.58,Debit Card
1256,10,11090,2023-10-23,8,250.00,44.76,Credit Card
1257,1,11143,2023-03-15,8,1200.00,53.98,Credit Card
1258,81,11122,2024-01-05,8,200.00,13.85,Debit Card
1259,18,11008,2023-02-18,6,120.00,23.45,Debit Card
1260,13,11045,2023-12-17,1,120.00,21.02,Credit Card
1261,41,11173,2023-11-30,6,80.00,3.27,Debit Card
1262,42,11169,2023-02-21,8,50.00,1.81,Cash
1263,28,11020,2023-07-08,4,300.00,14.40,Debit Card
1264,93,11142,2023-11-22,7,400.00,60.96,Cash
1265,15,11024,2024-02-11,10,30.00,1.94,Credit Card
1266,28,11192,2023-08-09,3,300.00,0.65,Debit Card
1267,32,11144,2023-12-26,1,120.00,12.40,Debit Card
1268,36,11053,2023-12-06,4,150.00,26.15,Cash
1269,24,11164,2023-09-23,10,150.00,23.16,Credit Card
1270,65,11109,2023-04-22,10,600.00,15.73,Credit Card
1271,40,11188,2023-09-14,9,40.00,7.01,Debit Card
1272,31,11101,2023-02-20,9,40.00,5.62,Debit Card
1273,53,11040,2023-10-15,8,400.00,8.41,Credit Card
1274,86,11164,2023-07-24,7,700.00,9.96,Credit Card
1275,14,11032,2023-07-06,8,70.00,0.08,Debit Card
1276,39,11018,2024-01-12,8,20.00,3.18,Credit Card
1277,97,11128,2023-12-21,1,800.00,118.01,Debit Card
1278,84,11014,2024-01-09,1,500.00,71.18,Debit Card
1279,37,11007,2023-05-21,2,25.00,4.19,Debit Card
1280,12,11046,2023-05-23,7,80.00,12.36,Debit Card
1281,42,11119,2023-09-25,5,50.00,6.14,Credit Card
1282,41,11163,2023-10-27,2,80.00,11.02,Credit Card
1283,2,11030,2024-02-07,1,800.00,107.95,Debit Card
1284,79,11191,2023-10-26,10,1000.00,194.37,Credit Card
1285,94,11126,2023-12-08,2,500.00,20.82,Debit Card
1286,85,11144,2023-10-15,7,600.00,83.27,Debit Card
1287,84,11120,2023-08-03,10,500.00,27.26,Credit Card
1288,77,11162,2023-09-10,8,800.00,155.59,Cash
1289,17,11132,2023-10-08,5,200.00,20.97,Credit Card
1290,79,11105,2023-04-05,6,1000.00,3.07,Cash
1291,29,11137,2023-08-17,6,25.00,1.20,Cash
1292,36,11111,2023-11-07,4,150.00,24.87,Credit Card
1293,87,11034,2023-03-31,5,800.00,45.78,Debit Card
1294,63,11191,2023-12-16,2,400.00,45.89,Debit Card
1295,34,11077,2023-10-26,4,15.00,2.00,Credit Card
1296,39,11052,2023-09-27,9,20.00,1.83,Credit Card
1297,5,11070,2023-12-01,5,50.00,2.94,Credit Card
1298,14,11107,2023-02-18,3,70.00,4.31,Credit Card
1299,51,11027,2023-03-25,8,200.00,33.62,Debit Card
1300,49,11090,2023-12-28,4,30.00,3.52,Credit Card
1301,54,11022,2023-11-24,6,500.00,86.94,Credit Card
1302,89,11123,2023-08-22,3,1000.00,10.89,Cash
1303,91,11012,2023-11-18,1,200.00,28.91,Credit Card
1304,10,11071,2023-12-03,10,250.00,9.68,Cash
1305,32,11104,2023-09-10,1,120.00,8.55,Cash
1306,46,11204,2023-10-19,3,15.00,1.57,Debit Card
1307,100,11018,2023-09-24,2,100.00,15.80,Cash
1308,88,11205,2024-02-08,3,900.00,150.52,Debit Card
1309,8,11157,2023-07-07,7,100.00,8.47,Debit Card
1310,12,11026,2023-06-11,1,80.00,6.03,Credit Card
1311,66,11187,2023-10-07,10,700.00,2.62,Credit Card
1312,29,11086,2023-08-01,4,25.00,0.22,Credit Card
1313,47,11018,2024-01-26,6,70.00,0.82,Cash
1314,19,11124,2023-10-18,1,40.00,0.43,Credit Card
1315,72,11015,2023-03-06,9,300.00,18.91,Cash
1316,17,11021,2023-06-04,5,200.00,4.59,Credit Card
1317,43,11051,2023-08-20,7,30.00,1.28,Cash
1318,83,11145,2023-08-31,8,400.00,14.76,Cash
1319,66,11077,2023-11-26,7,700.00,16.63,Debit Card
1320,80,11160,2023-02-16,6,100.00,8.06,Credit Card
1321,81,11162,2023-04-23,9,200.00,2.31,Cash
1322,13,11120,2023-10-17,1,120.00,17.14,Cash
1323,5,11105,2023-10-05,7,50.00,2.44,Credit Card
1324,12,11110,2023-11-03,8,80.00,1.61,Debit Card
1325,21,11035,2023-04-20,8,50.00,6.19,Cash
1326,59,11029,2023-12-05,2,1000.00,93.63,Cash
1327,6,11037,2023-09-22,9,20.00,2.18,Cash
1328,74,11046,2023-06-21,7,500.00,63.16,Credit Card
1329,74,11105,2024-01-31,10,500.00,45.27,Debit Card
1330,36,11193,2023-07-01,4,150.00,27.23,Cash
1331,88,11129,2023-09-02,2,900.00,42.19,Credit Card
1332,13,11105,2023-08-01,4,120.00,20.84,Credit Card
1333,76,11047,2024-01-14,4,700.00,51.29,Credit Card
1334,15,11203,2024-01-21,5,30.00,1.90,Credit Card
1335,28,11073,2023-08-03,3,300.00,58.99,Cash
1336,45,11023,2023-04-20,3,25.00,1.44,Cash
1337,37,11129,2023-04-05,5,25.00,0.18,Credit Card
1338,38,11000,2023-09-07,6,15.00,2.28,Cash
1339,45,11078,2024-01-04,8,25.00,2.97,Credit Card
1340,13,11039,2023-08-22,4,120.00,23.58,Cash
1341,79,11070,2024-01-02,4,1000.00,31.24,Credit Card
1342,66,11103,2023-10-30,10,700.00,69.78,Debit Card
1343,55,11146,2023-12-09,10,600.00,100.05,Credit Card
1344,60,11197,2023-04-14,1,100.00,10.34,Cash
1345,6,11067,2023-07-28,5,20.00,1.60,Credit Card
1346,19,11113,2023-05-04,9,40.00,4.14,Debit Card
1347,74,11124,2023-04-27,9,500.00,42.32,Debit Card
1348,80,11089,2023-11-14,2,100.00,15.43,Debit Card
1349,37,11132,2023-02-27,8,25.00,1.50,Debit Card
1350,12,11184,2023-04-10,8,80.00,15.33,Cash
1351,25,11186,2023-06-29,7,120.00,10.98,Cash
1352,26,11050,2023-02-21,2,20.00,3.99,Debit Card
1353,72,11019,2024-01-05,8,300.00,3.46,Credit Card
1354,88,11081,2024-02-02,8,900.00,171.33,Credit Card
1355,52,11136,2023-07-10,6,300.00,46.97,Debit Card
1356,1,11176,2023-07-30,3,1200.00,13.76,Credit Card
1357,41,11010,2023-12-27,4,80.00,12.29,Debit Card
1358,61,11195,2023-11-08,5,200.00,31.54,Cash
1359,23,11206,2023-08-04,5,120.00,20.24,Cash
1360,7,11125,2024-01-19,8,300.00,2.34,Debit Card
1361,60,11193,2023-08-15,4,100.00,8.50,Cash
1362,38,11060,2023-02-17,9,15.00,0.33,Debit Card
1363,23,11065,2023-04-10,1,120.00,0.61,Debit Card
1364,3,11016,2023-05-01,8,1500.00,269.15,Debit Card
1365,4,11036,2023-12-16,7,80.00,7.16,Credit Card
1366,23,11148,2023-08-26,9,120.00,11.38,Debit Card
1367,18,11024,2023-08-23,4,120.00,5.53,Cash
1368,67,11077,2023-05-06,4,800.00,10.46,Debit Card
1369,59,11200,2024-01-28,2,1000.00,197.63,Cash
1370,20,11036,2023-07-01,5,40.00,2.83,Credit Card
1371,29,11201,2024-02-04,1,25.00,0.65,Debit Card
1372,49,11065,2023-12-29,5,30.00,5.91,Credit Card
1373,24,11129,2023-04-08,1,150.00,18.66,Debit Card
1374,55,11109,2023-07-22,10,600.00,60.78,Cash
1375,96,11136,2024-01-28,8,700.00,29.12,Debit Card
1376,89,11122,2023-11-30,4,1000.00,180.60,Credit Card
1377,11,11049,2023-03-01,10,60.00,4.41,Credit Card
1378,58,11111,2023-12-06,3,900.00,48.10,Credit Card
1379,3,11021,2023-10-03,4,1500.00,86.53,Debit Card
1380,51,11035,2023-12-07,9,200.00,3.08,Cash
1381,14,11169,2023-06-06,5,70.00,13.89,Cash
1382,31,11186,2023-07-07,8,40.00,3.60,Debit Card
1383,23,11138,2023-11-17,5,120.00,9.69,Cash
1384,10,11137,2023-04-20,2,250.00,7.23,Cash
1385,78,11196,2023-02-22,6,900.00,11.09,Credit Card
1386,53,11076,2023-06-06,2,400.00,69.39,Credit Card
1387,46,11058,2023-04-23,6,15.00,1.51,Cash
1388,59,11082,2023-05-11,5,1000.00,37.16,Debit Card
1389,32,11130,2023-02-17,2,120.00,9.10,Credit Card
1390,13,11097,2023-10-24,4,120.00,19.25,Credit Card
1391,34,11190,2023-06-03,10,15.00,2.81,Debit Card
1392,82,11128,2023-08-07,6,300.00,30.50,Debit Card
1393,89,11000,2023-07-31,10,1000.00,173.38,Credit Card
1394,87,11028,2023-07-31,4,800.00,131.04,Cash
1395,43,11129,2023-07-19,2,30.00,5.57,Cash
1396,16,11150,2023-03-22,8,25.00,4.62,Debit Card
1397,14,11082,2023-03-25,5,70.00,0.72,Credit Card
1398,3,11164,2023-11-02,1,1500.00,146.67,Credit Card
1399,68,11048,2024-02-09,2,900.00,5.43,Cash
1400,69,11057,2023-09-06,3,1000.00,114.77,Credit Card
1401,73,11085,2023-04-19,2,400.00,16.82,Debit Card
1402,81,11191,2023-06-06,1,200.00,39.86,Debit Card
1403,64,11055,2023-11-28,3,500.00,89.58,Debit Card
1404,31,11018,2023-05-24,4,40.00,7.96,Cash
1405,87,11125,2024-01-13,10,800.00,46.72,Debit Card
1406,10,11159,2023-03-29,4,250.00,20.64,Credit Card
1407,14,11132,2023-09-23,6,70.00,2.79,Cash
1408,29,11091,2023-11-27,1,25.00,2.70,Credit Card
1409,83,11018,2023-05-13,3,400.00,16.85,Cash
1410,62,11088,2023-09-15,2,300.00,38.85,Cash
1411,66,11179,2023-07-11,3,700.00,138.60,Debit Card
1412,37,11151,2023-03-10,8,25.00,1.72,Debit Card
1413,75,11138,2023-07-25,10,600.00,47.68,Credit Card
1414,46,11164,2023-05-16,1,15.00,0.97,Debit Card
1415,5,11162,2023-08-13,3,50.00,8.70,Cash
1416,43,11062,2024-01-25,6,30.00,2.12,Credit Card
1417,92,11002,2023-06-20,6,300.00,5.93,Cash
1418,32,11194,2023-04-13,10,120.00,11.70,Cash
1419,63,11118,2023-09-08,4,400.00,25.03,Debit Card
1420,77,11029,2023-02-19,4,800.00,18.24,Debit Card
1421,25,11056,2023-11-21,4,120.00,10.11,Debit Card
1422,8,11130,2024-02-05,10,100.00,9.69,Debit Card
1423,48,11048,2023-11-02,2,20.00,3.83,Credit Card
1424,18,11164,2023-07-02,2,120.00,14.05,Debit Card
1425,21,11192,2024-01-26,8,50.00,7.42,Cash
1426,19,11138,2023-03-24,7,40.00,4.82,Credit Card
1427,42,11166,2023-05-14,2,50.00,0.31,Cash
1428,76,11111,2023-12-06,6,700.00,107.83,Credit Card
1429,61,11157,2023-08-07,1,200.00,0.33,Credit Card
1430,12,11033,2024-01-17,7,80.00,8.15,Debit Card
1431,67,11088,2023-07-07,2,800.00,121.85,Cash
1432,45,11135,2024-02-15,7,25.00,0.11,Credit Card
1433,37,11036,2023-04-01,10,25.00,4.69,Credit Card
1434,55,11177,2023-03-20,5,600.00,71.06,Credit Card
1435,57,11202,2023-07-16,7,800.00,18.57,Cash
1436,82,11182,2023-07-27,3,300.00,59.92,Debit Card
1437,32,11171,2023-10-07,1,120.00,12.52,Debit Card
1438,98,11163,2023-08-18,7,900.00,73.72,Credit Card
1439,20,11171,2024-01-16,8,40.00,7.98,Cash
1440,82,11197,2024-01-14,8,300.00,18.54,Credit Card
1441,68,11143,2023-05-08,4,900.00,116.93,Credit Card
1442,69,11193,2023-03-22,4,1000.00,155.50,Debit Card
1443,91,11060,2023-05-04,2,200.00,1.36,Cash
1444,18,11128,2023-08-02,3,120.00,9.72,Debit Card
1445,90,11098,2023-10-22,5,100.00,16.17,Debit Card
1446,1,11058,2023-03-18,3,1200.00,48.48,Debit Card
1447,2,11192,2023-05-24,6,800.00,146.62,Cash
1448,58,11050,2023-09-19,6,900.00,15.58,Credit Card
1449,65,11049,2023-06-24,3,600.00,110.23,Debit Card
1450,97,11135,2023-02-16,6,800.00,79.86,Cash
1451,8,11161,2023-09-21,9,100.00,6.60,Cash
1452,92,11062,2023-10-14,3,300.00,1.62,Credit Card
1453,84,11140,2023-05-26,10,500.00,79.50,Cash
1454,16,11010,2023-10-25,2,25.00,0.75,Cash
1455,66,11021,2023-06-22,4,700.00,17.50,Debit Card
1456,38,11167,2023-07-04,9,15.00,2.10,Credit Card
1457,21,11200,2023-09-30,1,50.00,8.46,Credit Card
1458,75,11203,2023-10-05,10,600.00,4.82,Cash
1459,18,11000,2023-11-30,3,120.00,12.01,Credit Card
1460,76,11068,2023-07-01,3,700.00,81.61,Credit Card
1461,65,11138,2023-08-11,2,600.00,106.11,Debit Card
1462,70,11175,2023-02-25,7,100.00,5.51,Debit Card
1463,79,11101,2023-05-20,10,1000.00,66.67,Debit Card
1464,22,11120,2023-03-15,5,80.00,8.91,Cash
1465,97,11090,2023-05-19,8,800.00,72.55,Debit Card
1466,96,11133,2023-09-11,6,700.00,105.84,Cash
1467,50,11168,2023-03-20,9,200.00,38.52,Credit Card
1468,82,11177,2023-06-09,5,300.00,9.76,Debit Card
1469,74,11107,2023-11-14,8,500.00,87.40,Cash
1470,74,11198,2023-11-19,4,500.00,85.69,Cash
1471,52,11083,2023-08-05,10,300.00,49.23,Credit Card
1472,64,11064,2024-01-30,1,500.00,50.40,Cash
1473,27,11055,2023-12-14,4,15.00,2.63,Cash
1474,87,11094,2023-10-25,7,800.00,41.82,Debit Card
1475,1,11188,2023-11-02,9,1200.00,6.02,Cash
1476,54,11096,2023-05-25,6,500.00,95.30,Credit Card
1477,94,11038,2023-08-21,10,500.00,3.09,Credit Card
1478,35,11083,2023-07-24,7,100.00,7.80,Cash
1479,22,11058,2023-08-18,4,80.00,4.92,Cash
1480,90,11137,2024-01-04,4,100.00,5.69,Cash
1481,12,11043,2023-05-08,4,80.00,2.75,Credit Card
1482,63,11162,2023-07-24,6,400.00,5.35,Debit Card
1483,22,11204,2023-12-17,9,80.00,7.76,Credit Card
1484,47,11043,2023-09-28,5,70.00,11.46,Debit Card
1485,39,11030,2023-03-13,7,20.00,1.03,Cash
1486,30,11153,2023-04-10,5,20.00,2.64,Cash
1487,60,11140,2023-03-26,9,100.00,9.93,Debit Card
1488,83,11085,2023-09-10,6,400.00,40.04,Debit Card
1489,37,11168,2023-11-23,3,25.00,0.13,Debit Card
1490,67,11161,2023-03-13,4,800.00,150.28,Debit Card
1491,98,11003,2023-07-01,9,900.00,54.34,Credit Card
1492,58,11195,2023-09-10,5,900.00,137.89,Credit Card
1493,54,11053,2023-04-23,2,500.00,1.66,Credit Card
1494,8,11020,2023-04-09,6,100.00,9.59,Cash
1495,49,11122,2023-04-29,4,30.00,5.19,Debit Card
1496,29,11093,2023-04-30,2,25.00,3.61,Cash
1497,69,11028,2023-10-15,9,1000.00,111.89,Debit Card
1498,80,11089,2023-10-30,2,100.00,9.56,Cash
1499,58,11133,2024-01-25,5,900.00,66.12,Cash
1500,44,11171,2023-02-22,5,40.00,5.66,Cash
1501,95,11005,2023-12-09,10,600.00,91.09,Cash
1502,83,11051,2023-09-11,6,400.00,66.38,Cash
1503,40,11164,2023-12-19,9,40.00,6.02,Credit Card
1504,35,11040,2023-03-27,1,100.00,14.65,Debit Card
1505,20,11026,2024-02-09,5,40.00,3.58,Credit Card
1506,61,11187,2023-05-14,8,200.00,36.19,Debit Card
1507,87,11096,2023-10-15,4,800.00,80.21,Credit Card
1508,43,11066,2023-11-12,2,30.00,0.40,Credit Card
1509,22,11007,2023-03-30,10,80.00,10.96,Debit Card
1510,80,11081,2023-03-29,5,100.00,14.82,Debit Card
1511,44,11014,2023-12-09,2,40.00,3.32,Credit Card
1512,7,11128,2023-05-27,10,300.00,53.23,Credit Card
1513,68,11179,2023-03-27,1,900.00,23.57,Credit Card
1514,82,11094,2024-01-20,9,300.00,6.69,Credit Card
1515,62,11054,2023-10-10,3,300.00,7.81,Cash
1516,53,11080,2023-06-28,2,400.00,29.46,Credit Card
1517,19,11048,2023-12-03,2,40.00,5.40,Debit Card
1518,44,11188,2023-06-14,10,40.00,5.54,Credit Card
1519,1,11201,2023-03-07,8,1200.00,60.11,Credit Card
1520,94,11156,2023-04-11,6,500.00,49.40,Credit Card
1521,10,11166,2023-08-01,5,250.00,46.90,Cash
1522,33,11037,2023-03-06,6,30.00,1.41,Debit Card
1523,76,11053,2023-03-20,7,700.00,63.63,Credit Card
1524,60,11073,2023-04-20,1,100.00,14.59,Cash
1525,58,11020,2023-10-10,1,900.00,83.91,Cash
1526,71,11178,2023-11-23,3,200.00,37.98,Credit Card
1527,69,11141,2024-01-15,7,1000.00,139.77,Cash
1528,79,11012,2023-08-17,5,1000.00,8.70,Credit Card
1529,91,11060,2023-08-02,3,200.00,7.88,Cash
1530,94,11045,2023-12-13,1,500.00,28.76,Debit Card
1531,50,11173,2023-04-17,1,200.00,26.39,Debit Card
1532,89,11107,2023-03-18,4,1000.00,12.77,Credit Card
1533,10,11064,2023-10-26,7,250.00,8.73,Debit Card
1534,57,11114,2023-12-24,1,800.00,15.97,Credit Card
1535,54,11181,2023-09-13,2,500.00,34.06,Cash
1536,33,11036,2023-09-24,1,30.00,5.94,Credit Card
1537,40,11017,2023-05-08,2,40.00,6.64,Debit Card
1538,25,11142,2023-04-08,3,120.00,7.41,Cash
1539,68,11205,2023-07-26,9,900.00,85.76,Credit Card
1540,83,11077,2023-04-17,4,400.00,38.34,Credit Card
1541,40,11099,2023-10-08,8,40.00,5.64,Debit Card
1542,92,11122,2023-11-19,3,300.00,12.16,Credit Card
1543,33,11075,2023-11-06,3,30.00,3.19,Cash
1544,82,11184,2023-09-12,6,300.00,23.82,Debit Card
1545,48,11118,2023-06-04,6,20.00,0.85,Credit Card
1546,77,11169,2023-09-05,7,800.00,60.60,Cash
1547,93,11061,2023-06-03,4,400.00,41.66,Cash
1548,13,11097,2023-05-19,5,120.00,15.55,Credit Card
1549,88,11036,2023-05-15,7,900.00,165.61,Debit Card
1550,52,11028,2023-06-03,4,300.00,38.10,Debit Card
1551,89,11015,2023-11-16,4,1000.00,73.43,Credit Card
1552,85,11038,2024-01-04,10,600.00,76.57,Cash
1553,79,11170,2023-12-15,6,1000.00,124.39,Credit Card
1554,71,11014,2023-05-18,1,200.00,10.50,Debit Card
1555,27,11070,2024-01-03,9,15.00,2.64,Cash
1556,85,11182,2023-07-05,8,600.00,87.26,Cash
1557,72,11080,2023-06-19,3,300.00,14.03,Cash
1558,41,11144,2023-02-28,8,80.00,15.40,Debit Card
1559,4,11115,2023-09-21,7,80.00,7.96,Cash
1560,73,11062,2024-01-02,5,400.00,60.24,Credit Card
1561,98,11157,2023-11-14,1,900.00,59.51,Cash
1562,46,11033,2023-05-31,2,15.00,2.16,Cash
1563,89,11187,2023-11-27,4,1000.00,34.76,Debit Card
1564,89,11048,2023-06-04,8,1000.00,54.64,Credit Card
1565,11,11201,2023-03-09,10,60.00,0.89,Debit Card
1566,90,11041,2023-05-27,4,100.00,17.17,Credit Card
1567,83,11078,2023-12-03,6,400.00,18.65,Cash
1568,16,11098,2023-10-12,6,25.00,2.65,Debit Card
1569,6,11069,2023-11-04,7,20.00,3.60,Debit Card
1570,37,11094,2023-07-19,10,25.00,0.22,Credit Card
1571,94,11195,2023-11-08,4,500.00,49.72,Credit Card
1572,72,11091,2023-09-02,9,300.00,48.84,Cash
1573,59,11169,2023-07-08,1,1000.00,76.30,Credit Card
1574,66,11101,2023-03-13,1,700.00,132.47,Credit Card
1575,30,11038,2023-05-12,1,20.00,2.40,Debit Card
1576,62,11111,2023-04-14,8,300.00,52.64,Credit Card
1577,58,11101,2023-11-25,10,900.00,115.17,Credit Card
1578,30,11076,2023-09-06,5,20.00,1.89,Cash
1579,76,11032,2023-10-26,2,700.00,44.64,Credit Card
1580,100,11025,2023-06-05,8,100.00,1.01,Debit Card
1581,93,11016,2023-10-13,2,400.00,71.93,Cash
1582,10,11185,2023-09-12,4,250.00,38.65,Cash
1583,88,11008,2023-04-19,7,900.00,109.50,Cash
1584,44,11149,2024-02-04,3,40.00,5.54,Credit Card
1585,13,11092,2023-07-25,4,120.00,7.60,Cash
1586,54,11123,2023-07-25,6,500.00,87.84,Cash
1587,21,11109,2023-04-11,4,50.00,6.37,Cash
1588,69,11057,2023-10-26,10,1000.00,40.82,Cash
1589,53,11195,2023-06-06,7,400.00,63.24,Debit Card
1590,96,11054,2023-05-10,5,700.00,66.81,Credit Card
1591,97,11065,2023-04-23,4,800.00,49.07,Credit Card
1592,29,11078,2023-12-21,5,25.00,0.83,Debit Card
1593,7,11197,2023-06-16,6,300.00,25.63,Debit Card
1594,72,11206,2023-07-27,7,300.00,8.27,Debit Card
1595,29,11041,2023-10-13,10,25.00,4.31,Debit Card
1596,63,11132,2023-05-10,2,400.00,61.91,Debit Card
1597,73,11041,2023-06-13,5,400.00,36.78,Cash
1598,30,11107,2023-11-29,4,20.00,1.20,Cash
1599,14,11153,2023-11-29,9,70.00,5.02,Credit Card
1600,33,11198,2023-12-28,9,30.00,1.28,Cash
1601,53,11113,2023-05-08,7,400.00,40.24,Credit Card
1602,64,11196,2023-06-23,1,500.00,20.26,Debit Card
1603,79,11075,2023-11-15,3,1000.00,140.99,Credit Card
1604,60,11093,2023-02-23,6,100.00,11.59,Debit Card
1605,4,11205,2023-03-20,3,80.00,5.81,Credit Card
1606,69,11037,2023-11-27,10,1000.00,18.56,Cash
1607,11,11129,2023-05-31,9,60.00,5.07,Debit Card
1608,21,11132,2023-07-22,8,50.00,6.80,Credit Card
1609,37,11049,2024-01-10,1,25.00,3.90,Credit Card
1610,67,11133,2023-04-23,6,800.00,108.01,Cash
1611,72,11063,2024-01-29,4,300.00,25.43,Cash
1612,53,11008,2023-10-11,5,400.00,13.05,Debit Card
1613,68,11043,2023-08-30,1,900.00,11.74,Debit Card
1614,82,11025,2023-05-29,1,300.00,58.11,Credit Card
1615,33,11122,2023-11-19,10,30.00,5.06,Credit Card
1616,20,11048,2023-03-10,7,40.00,7.17,Debit Card
1617,84,11181,2023-02-19,2,500.00,85.60,Credit Card
1618,86,11016,2023-12-01,2,700.00,135.51,Cash
1619,16,11150,2023-08-28,1,25.00,3.71,Cash
1620,88,11098,2023-12-18,9,900.00,154.05,Credit Card
1621,12,11051,2023-10-02,5,80.00,4.38,Cash
1622,18,11095,2023-08-17,5,120.00,1.40,Credit Card
1623,63,11104,2023-03-02,9,400.00,21.75,Credit Card
1624,21,11015,2023-05-04,2,50.00,3.75,Credit Card
1625,90,11145,2024-02-04,5,100.00,12.44,Cash
1626,73,11003,2023-04-07,6,400.00,50.73,Credit Card
1627,30,11045,2023-07-10,8,20.00,0.84,Credit Card
1628,72,11118,2023-03-12,3,300.00,45.44,Debit Card
1629,29,11164,2023-04-02,1,25.00,4.62,Credit Card
1630,19,11149,2024-02-05,1,40.00,7.83,Cash
1631,39,11172,2023-11-29,4,20.00,2.87,Cash
1632,82,11119,2023-12-21,10,300.00,48.76,Credit Card
1633,74,11049,2023-12-30,9,500.00,91.96,Credit Card
1634,83,11007,2023-08-18,10,400.00,51.47,Cash
1635,73,11202,2023-07-23,10,400.00,14.89,Credit Card
1636,16,11176,2023-05-12,3,25.00,1.25,Cash
1637,74,11084,2023-09-08,4,500.00,60.56,Cash
1638,14,11089,2023-04-26,8,70.00,7.53,Cash
